BLOCKID10,ncessch_3,high_schnm,ncessch_2,mid_schnm,ncessch_1,primary_schnm
371559619002028,370393002184,South Robeson High,370393001570,Fairgrove Middle,370393001571,Green Grove Elementary
371559619002054,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559617002069,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559617002065,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559617002058,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559619002047,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559619001058,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559619001016,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559619001018,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559618022047,370393002184,South Robeson High,370393001570,Fairgrove Middle,370393001571,Green Grove Elementary
371559619002005,370393002184,South Robeson High,370393001570,Fairgrove Middle,370393001571,Green Grove Elementary
371559619001004,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559619002051,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559616021070,370393002232,Fairmont High,370393001575,Orrum Middle,370393001573,Long Branch Elementary
371559618021091,370393002184,South Robeson High,370393001570,Fairgrove Middle,370393001571,Green Grove Elementary
371559617002043,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559617001044,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559617003001,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559617001062,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559616023001,370393002232,Fairmont High,370393001575,Orrum Middle,370393001573,Long Branch Elementary
371559617004012,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559616022007,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559616022042,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559613011095,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559618024022,370393002184,South Robeson High,370393001570,Fairgrove Middle,370393001571,Green Grove Elementary
371559616021083,370393002232,Fairmont High,370393001575,Orrum Middle,370393001573,Long Branch Elementary
371559616023017,370393002232,Fairmont High,370393001575,Orrum Middle,370393001573,Long Branch Elementary
371559616021102,370393002232,Fairmont High,370393001575,Orrum Middle,370393001573,Long Branch Elementary
371559616023028,370393002232,Fairmont High,370393001575,Orrum Middle,370393001573,Long Branch Elementary
371559603003014,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559604014023,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559616022054,370393002232,Fairmont High,370393001575,Orrum Middle,370393001573,Long Branch Elementary
371559616022030,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559617003053,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559602012007,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559602012034,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559602013075,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559602012044,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393001585,Rex-Rennert Elementary
371559602012046,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393001585,Rex-Rennert Elementary
371559602012050,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393001585,Rex-Rennert Elementary
371559602013091,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559602012053,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393001585,Rex-Rennert Elementary
371559602013032,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559602012071,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559602011010,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559602011005,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559602011017,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559617001049,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559602011047,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559602011021,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559604011074,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011010,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011009,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011021,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011109,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011070,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559618012021,370393002184,South Robeson High,370393001579,Pembroke Middle,370393001590,Union Elementary
371559606003040,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001569,Deep Branch Elementary
371559608012089,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002248,West Lumberton Elementary
371559608021063,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002247,W H Knuckles
371559608021069,370393002237,Lumberton Senior High,370393001570,Fairgrove Middle,370393001571,Green Grove Elementary
371559613022005,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559619005020,370393002184,South Robeson High,370393002183,Rowland Middle,370393001588,Southside/Ashpole Elem
371559617001002,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559610003000,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002242,Rowland Norment Elementary
371559610003073,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002242,Rowland Norment Elementary
371559604011125,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011089,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011150,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011122,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011123,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011128,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011131,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011145,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011141,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011134,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604012019,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604012008,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604012064,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604012031,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604012018,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559602021018,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001585,Rex-Rennert Elementary
371559620011001,370393002102,Purnell Swett High,370393002052,Townsend Middle,370393002051,R B Dean Elementary
371559604012059,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559618011030,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001590,Union Elementary
371559618011084,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001578,Pembroke Elementary
371559604013027,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559604021029,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559604021021,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559604014010,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559605011035,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001578,Pembroke Elementary
371559605022047,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001578,Pembroke Elementary
371559604021046,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001578,Pembroke Elementary
371559605011034,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001578,Pembroke Elementary
371559618011079,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001578,Pembroke Elementary
371559604021032,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001578,Pembroke Elementary
371559605021023,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001578,Pembroke Elementary
371559619003073,370393002184,South Robeson High,370393002183,Rowland Middle,370393001588,Southside/Ashpole Elem
371559616021057,370393002232,Fairmont High,370393001575,Orrum Middle,370393001573,Long Branch Elementary
371559618024004,370393002184,South Robeson High,370393001570,Fairgrove Middle,370393001571,Green Grove Elementary
371559618023032,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559610003078,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002234,Janie C Hargrave Elem
371559608012097,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002248,West Lumberton Elementary
371559608021072,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002247,W H Knuckles
371559608012084,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002248,West Lumberton Elementary
371559602021009,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001585,Rex-Rennert Elementary
371559601021066,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559604021020,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559618011031,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001590,Union Elementary
371559606002038,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001589,Union Chapel Elementary
371559618021065,370393002184,South Robeson High,370393001570,Fairgrove Middle,370393001571,Green Grove Elementary
371559608012090,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002248,West Lumberton Elementary
371559608021008,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002247,W H Knuckles
371559618021026,370393002184,South Robeson High,370393001570,Fairgrove Middle,370393001571,Green Grove Elementary
371559611002019,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002234,Janie C Hargrave Elem
371559615002030,370393002237,Lumberton Senior High,370393001572,Littlefield Middle,370393002050,East Robeson Primary
371559604012063,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559602022038,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001585,Rex-Rennert Elementary
371559604011037,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604012026,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011079,370393002239,Red Springs High,370393002052,Townsend Middle,370393002051,R B Dean Elementary
371559604011158,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011155,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604012025,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604012029,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604011053,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604013033,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559604011062,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559607011037,370393002244,Saint Pauls High,,No Middle School SAB,370393001574,Magnolia Elementary
371559606001001,370393002239,Red Springs High,370393001579,Pembroke Middle,370393001589,Union Chapel Elementary
371559607012023,370393002237,Lumberton Senior High,,No Middle School SAB,370393001581,Piney Grove Elementary
371559607013017,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559607013042,370393002237,Lumberton Senior High,,No Middle School SAB,370393001581,Piney Grove Elementary
371559607013100,370393002237,Lumberton Senior High,,No Middle School SAB,370393001581,Piney Grove Elementary
371559607013069,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559607013076,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559613011137,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559607013074,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559606002010,370393002102,Purnell Swett High,,No Middle School SAB,370393001581,Piney Grove Elementary
371559608014007,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002247,W H Knuckles
371559616021035,370393002232,Fairmont High,370393001575,Orrum Middle,370393001573,Long Branch Elementary
371559617002008,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559618023013,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559616021025,370393002232,Fairmont High,370393001575,Orrum Middle,370393001573,Long Branch Elementary
371559608012086,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002248,West Lumberton Elementary
371559610003046,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002242,Rowland Norment Elementary
371559610001067,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002242,Rowland Norment Elementary
371559617002050,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559617002000,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559608011017,370393002237,Lumberton Senior High,370393001570,Fairgrove Middle,370393001571,Green Grove Elementary
371559608012093,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002248,West Lumberton Elementary
371559617001022,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559616022016,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559604011017,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559602022028,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001585,Rex-Rennert Elementary
371559604022058,370393002239,Red Springs High,370393001579,Pembroke Middle,370393001589,Union Chapel Elementary
371559620021026,370393002184,South Robeson High,370393002052,Townsend Middle,370393002051,R B Dean Elementary
371559620021008,370393002102,Purnell Swett High,370393002052,Townsend Middle,370393002051,R B Dean Elementary
371559620022018,370393002102,Purnell Swett High,370393002052,Townsend Middle,370393002051,R B Dean Elementary
371559620013007,370393002102,Purnell Swett High,370393002052,Townsend Middle,370393002051,R B Dean Elementary
371559620013022,370393002102,Purnell Swett High,370393002052,Townsend Middle,370393002051,R B Dean Elementary
371559620022024,370393002184,South Robeson High,370393002052,Townsend Middle,370393002051,R B Dean Elementary
371559620012091,370393002102,Purnell Swett High,370393002052,Townsend Middle,370393002051,R B Dean Elementary
371559620011093,370393002102,Purnell Swett High,370393002052,Townsend Middle,370393002051,R B Dean Elementary
371559620012002,370393002102,Purnell Swett High,370393002052,Townsend Middle,370393002051,R B Dean Elementary
371559602021008,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001585,Rex-Rennert Elementary
371559602021042,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001585,Rex-Rennert Elementary
371559604011001,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603001023,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603001034,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603001060,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603002059,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603002052,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603002065,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603002019,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603002062,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603001067,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603004010,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603004022,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559607022019,370393002237,Lumberton Senior High,,No Middle School SAB,370393001581,Piney Grove Elementary
371559607022040,370393002237,Lumberton Senior High,,No Middle School SAB,370393001581,Piney Grove Elementary
371559613021020,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559606003027,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001569,Deep Branch Elementary
371559609001012,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559609001035,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559606003048,370393002237,Lumberton Senior High,,No Middle School SAB,370393001581,Piney Grove Elementary
371559609001042,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559609001028,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559609001050,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559607022061,370393002237,Lumberton Senior High,,No Middle School SAB,370393001581,Piney Grove Elementary
371559609002007,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559609002003,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559608021001,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002247,W H Knuckles
371559613012027,370393002237,Lumberton Senior High,,No Middle School SAB,370393001574,Magnolia Elementary
371559601011004,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559602013001,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559601011015,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559602013013,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559602013009,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559601011014,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559601011007,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559601011016,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559601011054,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559601011025,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559601011045,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601011024,370393002244,Saint Pauls High,,No Middle School SAB,370393001577,Parkton Elementary
371559601011046,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559605011009,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559604021016,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559605023054,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001578,Pembroke Elementary
371559620013027,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001590,Union Elementary
371559604011142,370393002239,Red Springs High,370393002240,Red Springs Middle,370393001576,Oxendine Elementary
371559604021012,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559612002000,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002242,Rowland Norment Elementary
371559613011080,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559606001005,370393002239,Red Springs High,370393001579,Pembroke Middle,370393001589,Union Chapel Elementary
371559608012038,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002248,West Lumberton Elementary
371559608012035,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002248,West Lumberton Elementary
371559608012115,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002248,West Lumberton Elementary
371559608011047,370393002184,South Robeson High,370393001570,Fairgrove Middle,370393001571,Green Grove Elementary
371559603004035,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603003005,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603003026,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603003028,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603001054,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559604022019,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559604013023,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559604021010,370393002102,Purnell Swett High,,No Middle School SAB,370393001583,Prospect Elementary
371559604022033,370393002239,Red Springs High,370393001579,Pembroke Middle,370393001589,Union Chapel Elementary
371559602021062,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559604021003,370393002239,Red Springs High,,No Middle School SAB,370393001583,Prospect Elementary
371559618024028,370393002184,South Robeson High,370393001570,Fairgrove Middle,370393001571,Green Grove Elementary
371559603001038,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603002021,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559609002031,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559609002043,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559610001038,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559610001039,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559609002047,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559609002054,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559612001021,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002242,Rowland Norment Elementary
371559610001057,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002242,Rowland Norment Elementary
371559609002064,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559603004007,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559610002000,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002242,Rowland Norment Elementary
371559601022016,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559602012061,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393001585,Rex-Rennert Elementary
371559601011068,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601021085,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601021097,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601021096,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601021100,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601021094,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601023011,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601023010,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601023029,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601023025,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601023041,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559603002061,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603003001,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603004021,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603003003,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603003002,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559603003032,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559617004032,370393002232,Fairmont High,370393002233,Fairmont Middle,370393002241,Rosenwald Elementary
371559603001102,370393002239,Red Springs High,370393001579,Pembroke Middle,370393001589,Union Chapel Elementary
371559604022013,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559604021000,370393002239,Red Springs High,370393002240,Red Springs Middle,370393002238,Peterson Elementary
371559616012026,370393002232,Fairmont High,370393001575,Orrum Middle,370393001573,Long Branch Elementary
371559606003056,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002248,West Lumberton Elementary
371559608012020,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002248,West Lumberton Elementary
371559608012070,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002248,West Lumberton Elementary
371559610002032,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559608012068,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002248,West Lumberton Elementary
371559613011116,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
371559606003032,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001569,Deep Branch Elementary
371559606003074,370393002102,Purnell Swett High,370393001579,Pembroke Middle,370393001569,Deep Branch Elementary
371559606001006,370393002239,Red Springs High,370393001579,Pembroke Middle,370393001589,Union Chapel Elementary
371559601024041,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601024036,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559614002000,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559614002010,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601024061,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601011055,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559601021067,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393002243,Saint Pauls Elementary
371559602012107,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393001585,Rex-Rennert Elementary
371559602012108,370393002244,Saint Pauls High,370393002245,Saint Pauls Middle,370393001585,Rex-Rennert Elementary
371559613011039,370393002237,Lumberton Senior High,370393002236,Lumberton Junior High,370393002246,Tanglewood Elementary
